attachment_id	text	user_id	height	width	length	train
19ec286d-6275-489a-8f14-ac76268ab9d9	Т	95af8e702c909eee7145c6dc1a3d756b	1280	720	44.0	True
b20b8829-b443-45e8-8ae0-5a9652ccfdf7	А	95af8e702c909eee7145c6dc1a3d756b	1280	720	48.0	True
3badf827-763f-4acc-a948-4d3d492f2ea2	Р	95af8e702c909eee7145c6dc1a3d756b	1280	720	46.0	True
09392ee3-d864-4f25-8f55-d9997f9a5d28	Ы	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	53.0	True
3460235b-139b-42cd-905e-7c95c5fd50d4	Э	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
d91a297a-e8f1-4c90-8095-4e02dc7094b1	Ъ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	39.0	True
0d2f1657-fbc7-45a1-857c-7d068904f05f	Б	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
b591e692-7ef5-4d89-8db4-ba324b8056f0	З	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
dde71173-2834-426e-b09f-88478a19e7d2	Ё	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
dfbd7d09-04bb-442a-a807-8375defa95b0	Щ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	46.0	True
d228da91-495a-4d6d-833a-64bf5dfcf26e	Н	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	45.0	True
d106b355-511f-4098-b30d-2704cb0b0f63	С	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	52.0	True
b5e4d436-d6c3-4fa0-a1de-3768d05d215e	Е	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
810f5023-eb96-45c4-99fe-c5bb015bbcf3	Ц	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	48.0	True
3dbb1d1e-5260-44ff-9bdd-f88c504a802a	У	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
0a1b79d6-3b30-4fc8-8755-365c17884892	В	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
5588ffe4-5634-4895-a0b2-d4d50e37d5cf	К	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
04f032ae-3b7d-4511-b799-959d35c1010e	Ж	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
71eb172e-999b-4ba2-8548-15918322b9f7	Х	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
724e75ad-3bce-42a1-a8e4-f146d8d018f4	Ю	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	56.0	True
d7c18365-669d-45b8-9a32-9d7f1e599052	Т	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	53.0	True
f2da1f31-1c01-47e6-9017-b3c01cde85aa	М	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
4a812789-54f3-45c5-bb49-af77861c2598	Й	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	54.0	True
5823695f-901d-4958-8f61-7434acddd406	Ь	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	61.0	True
a984c6e3-c3f6-44a1-8ea0-fc4178355a80	Ш	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	53.0	True
cd31a981-0638-4ac3-bcdd-3cacf724c827	А	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	58.0	True
f976ae21-a57d-4a52-920a-798441917b65	О	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	46.0	True
bf841fea-1ede-4aa0-8b3c-b167ab0e078c	Р	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
9e2fba94-493c-42fd-ba1c-ff6b7eccada5	Ч	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
3f72244c-7379-4403-b7ee-e1b1b8d78d46	Я	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	49.0	True
17c4de6e-278b-4f32-bb22-533cf025442f	П	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
080a7c4b-48e3-4355-b065-791808a7dff5	Д	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	46.0	True
dcf91819-330f-4419-9ef8-658308a15c46	Ф	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
10a793c0-1456-462f-857d-40b2130f247b	И	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
9c05f71d-19d6-4067-b75c-4322b4e14df6	Л	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
7804f4a2-5eb8-4924-b554-a06d42bd9d56	Г	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	50.0	True
41c4958b-7bb4-4ba2-94b3-ac368ca172e2	Б	0211b488644476dd0fec656ccb9b74fc	1920	1080	38.0	True
919c7cdb-1565-4d60-ab08-fc4246c51417	Щ	0211b488644476dd0fec656ccb9b74fc	1920	1080	43.0	True
5ed7a1f8-6190-4bca-ac27-b5adc1e0f8d4	К	0211b488644476dd0fec656ccb9b74fc	1920	1080	45.0	True
298d8d03-b370-4fe3-ac24-7c882878196a	Е	0211b488644476dd0fec656ccb9b74fc	1920	1080	38.0	True
131cc84f-e8e0-4362-ab01-e8fb5eb0ab1b	С	0211b488644476dd0fec656ccb9b74fc	1920	1080	41.0	True
fc06a733-fce4-4cc1-9a10-4d98fe025fd9	Э	0211b488644476dd0fec656ccb9b74fc	1920	1080	42.0	True
46b8313e-8281-41ad-8d01-29c8a49bfbf5	А	0211b488644476dd0fec656ccb9b74fc	1920	1080	36.0	True
665e5a3e-b00a-464c-9769-135dade02dd4	Ы	0211b488644476dd0fec656ccb9b74fc	1920	1080	40.0	True
e5d1f698-df2d-406c-96d2-74c3240541a2	Т	0211b488644476dd0fec656ccb9b74fc	1920	1080	43.0	True
74bdadc0-b81c-4429-b4bc-355b0bbbf6fd	Ч	0211b488644476dd0fec656ccb9b74fc	1920	1080	53.0	True
6bc3898c-b61b-4f2c-8068-eae46c70d935	Ё	0211b488644476dd0fec656ccb9b74fc	1920	1080	66.0	True
5adf08e2-4ff6-4183-ba22-446c1cd0b0f8	Я	0211b488644476dd0fec656ccb9b74fc	1920	1080	50.0	True
4e9a6788-4d44-4030-8ab9-8f2feeb36a16	Ъ	0211b488644476dd0fec656ccb9b74fc	1920	1080	42.0	True
009e5f36-b170-4665-9515-35f916ef79a8	И	0211b488644476dd0fec656ccb9b74fc	1920	1080	51.0	True
b1dc51c9-6afc-4753-8f12-d4bc94e01d69	Ф	0211b488644476dd0fec656ccb9b74fc	1920	1080	64.0	True
397a486d-967f-444b-afd8-de1d93d22517	Н	0211b488644476dd0fec656ccb9b74fc	1920	1080	52.0	True
75c14dad-88ba-4e71-868b-2dff1095f19a	Ь	0211b488644476dd0fec656ccb9b74fc	1920	1080	44.0	True
b28e75ff-0b1f-487a-84be-593eb8a3c8b6	М	0211b488644476dd0fec656ccb9b74fc	1920	1080	52.0	True
fe550cd6-64ff-48d1-812d-aa7d7a0100c1	О	0211b488644476dd0fec656ccb9b74fc	1920	1080	35.0	True
bbf6bc0e-ba59-4e0a-a18c-70c6658789c3	П	0211b488644476dd0fec656ccb9b74fc	1920	1080	46.0	True
a8b7c2d5-8998-4413-af71-959cda43a830	Х	0211b488644476dd0fec656ccb9b74fc	1080	1920	42.0	True
ae95690c-1795-450f-85b8-dfb352136357	У	0211b488644476dd0fec656ccb9b74fc	1080	1920	38.0	True
e63da25a-96ea-4791-aa12-d44630664e5e	Й	0211b488644476dd0fec656ccb9b74fc	1080	1920	62.0	True
5af41d9b-c1da-48bb-8cad-eee759920b0c	Д	0211b488644476dd0fec656ccb9b74fc	1080	1920	58.0	True
b3ed8c72-c9eb-4309-9f01-92d828f42829	Ц	0211b488644476dd0fec656ccb9b74fc	1080	1920	54.0	True
3d120451-d3f6-4dd4-abb1-6ee8c9feb5ba	Л	0211b488644476dd0fec656ccb9b74fc	1080	1920	63.0	True
38fa29d6-0fb1-4ac8-ad0d-1fa490163ad6	В	0211b488644476dd0fec656ccb9b74fc	1080	1920	44.0	True
92e4b9c5-4657-4269-99ff-e59321c05559	Ю	0211b488644476dd0fec656ccb9b74fc	1080	1920	45.0	True
f0b664f8-037f-45e0-9b6e-c48b0f6e2f4b	Ж	0211b488644476dd0fec656ccb9b74fc	1080	1920	51.0	True
a445a9f7-0027-4307-a81c-6e7e06081dde	Г	0211b488644476dd0fec656ccb9b74fc	1080	1920	42.0	True
13a148fc-a546-47ab-b5d0-f9d0c3cce1de	Я	2d84da20c251acaeb3186642fcb04f2e	1920	1080	27.0	True
b01eb1d8-45d4-4d36-90d4-c9f8633448a7	П	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	49.0	True
47827246-6f58-45aa-9606-6f6ad535a957	Ы	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	30.0	True
cf80a3f7-72db-4760-b61a-9e9790b1556d	Ё	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	57.0	True
332e269b-b116-4a4c-aeb1-c80ef96a05a4	Ъ	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	54.0	True
9f18fc88-c464-4e09-bef2-fd562b67bc42	М	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	75.0	True
8a347e81-bdbd-4afd-8e36-209412f73358	Я	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	39.0	True
e161c26f-b099-4cd2-a567-2bd1fabc052f	Ч	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	58.0	True
9e2c5f70-eb61-4c53-bd8a-e8a6b10a6eaa	Ф	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	57.0	True
a4f7606c-7202-4e5f-b4fb-73ae07b801f0	Л	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	47.0	True
30ec247d-c119-45db-b9a4-9fd53fc1111c	С	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	76.0	True
b63d4098-59aa-4dc6-9e7a-479c9f56aa0a	Е	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	63.0	True
ea524124-96a0-49be-b427-9e95d7b8a64b	Щ	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	70.0	True
b458ea12-4097-426e-8f13-9976f62c87db	Ш	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	67.0	True
52f3f7bc-957b-4261-828a-349fc8d4d729	Р	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	45.0	True
19fb9623-adda-492b-ba03-98fa835fac40	Э	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	92.0	True
e9e566e5-5e9e-4a6c-97d7-2fb5e3e252a6	Ь	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	50.0	True
7f71d47a-2381-4881-8301-96ddb7f559b9	Г	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	36.0	True
e1200d57-9b53-4ffa-ab7d-e3e43549e7fc	Н	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	69.0	True
ae4ed66d-1411-4ae6-86f0-dcaa12637e51	Ж	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	92.0	True
5d507b72-9623-47d2-b23b-934ede6c2406	Ж	185bd3a81d9d618518d10abebf0d17a8	1920	1080	46.0	True
212b48ec-9294-4452-a37d-baba1d537814	Ь	185bd3a81d9d618518d10abebf0d17a8	1920	1080	50.0	True
33f7e46f-b7b7-4aa9-a5bc-1d159cc35330	Ъ	185bd3a81d9d618518d10abebf0d17a8	1920	1080	36.0	True
2eb600ae-3b25-48be-8cbd-12cb88bcf789	А	185bd3a81d9d618518d10abebf0d17a8	1920	1080	46.0	True
30984793-4693-4d3b-9a64-c96fae996ec3	Ю	185bd3a81d9d618518d10abebf0d17a8	1920	1080	40.0	True
263c171f-9469-4c28-92c9-8e54f0442e04	Э	185bd3a81d9d618518d10abebf0d17a8	1920	1080	39.0	True
5efcbd6d-781a-4650-9b33-e26bfd64a3e7	П	185bd3a81d9d618518d10abebf0d17a8	1920	1080	48.0	True
a2092f17-f11c-4a2b-b7e0-c114be5beea1	Ц	185bd3a81d9d618518d10abebf0d17a8	1920	1080	40.0	True
dffb75f5-117f-4b98-935c-df1fbf77bba8	Й	185bd3a81d9d618518d10abebf0d17a8	1920	1080	68.0	True
e633679b-74c8-43f0-acc4-91602a383515	Н	185bd3a81d9d618518d10abebf0d17a8	1920	1080	56.0	True
5fd69893-1e23-4a2b-a7f3-171a24fc2d71	С	185bd3a81d9d618518d10abebf0d17a8	1920	1080	57.0	True
30805511-6fac-4007-986f-49a24ae571bf	О	185bd3a81d9d618518d10abebf0d17a8	1920	1080	68.0	True
566caec4-9578-44d1-8034-ee82a87e9dd0	З	185bd3a81d9d618518d10abebf0d17a8	1920	1080	52.0	True
bc3631fc-7e44-42a8-ad5f-8f1e3f95e482	Ы	185bd3a81d9d618518d10abebf0d17a8	1920	1080	36.0	True
ce5a2d22-fcb8-41a8-909a-75ad76ba85d2	Щ	185bd3a81d9d618518d10abebf0d17a8	1920	1080	44.0	True
0b4d353d-bac0-49c8-8e23-57a1fbc9f66a	Ё	185bd3a81d9d618518d10abebf0d17a8	1920	1080	54.0	True
a914c1c0-7d4f-4bd5-990e-7f8b3a3cc14d	Ш	185bd3a81d9d618518d10abebf0d17a8	1920	1080	52.0	True
862a7a4c-253a-4ba6-9815-a96891017a59	Л	185bd3a81d9d618518d10abebf0d17a8	1920	1080	71.0	True
0b660cb2-1d88-4bc1-b7fe-3310cd8ce297	М	185bd3a81d9d618518d10abebf0d17a8	1920	1080	43.0	True
a3485937-1fb1-4084-a965-311e796f059d	Ф	185bd3a81d9d618518d10abebf0d17a8	1920	1080	59.0	True
94dc7292-d384-4a4d-acb4-f326b4b184ea	Х	185bd3a81d9d618518d10abebf0d17a8	1920	1080	44.0	True
a0f50df9-2138-452e-b0c7-3eb4ad1b9136	Д	185bd3a81d9d618518d10abebf0d17a8	1920	1080	55.0	True
bb794d73-3958-44db-a2a8-b4e3cab605e6	Ч	185bd3a81d9d618518d10abebf0d17a8	1920	1080	67.0	True
eb40b664-58e8-45a7-83ef-d1fcf849c894	Б	185bd3a81d9d618518d10abebf0d17a8	1920	1080	44.0	True
57b4d5da-0ea7-4cc3-a45c-1dc3e730a327	Е	185bd3a81d9d618518d10abebf0d17a8	1920	1080	58.0	True
1e5f72a7-5e90-4339-b4be-b3368a25ae8b	Г	185bd3a81d9d618518d10abebf0d17a8	1920	1080	71.0	True
929bc88f-b969-4b01-8b22-63a1cefa2ca5	Р	185bd3a81d9d618518d10abebf0d17a8	1920	1080	62.0	True
105ce894-0697-41c3-954e-6f52e88e5653	Й	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	47.0	True
1008ba01-7482-4052-ad7c-50711c3b3518	О	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
b3ea22d8-5cd7-4678-aee8-7b5b73a0a732	П	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	54.0	True
af652f95-b397-40fc-ae3b-4dc9024eac33	Ы	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
37deb6f6-0501-4a77-95c8-54a74721812a	Я	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	42.0	True
77109193-f73e-432f-bbc2-300976a59fbc	Ъ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	57.0	True
97782496-bcab-4dd9-b20a-02108149b3ef	Л	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
508e83c2-823d-4dc7-9f83-6d1a3d3f6b51	Т	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	54.0	True
e1bd3738-2332-4f25-bd31-67c43bea8674	К	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	43.0	True
81a38aae-f20b-4203-bb28-14eb62abd52e	Х	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	32.0	True
786a1882-85e7-41d6-bb7d-f3159e3aec22	А	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	48.0	True
7bdfd104-d31c-4209-9951-1f6b914d6357	М	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	53.0	True
25584258-6ef9-4edc-a956-e3e6a7d0c212	Н	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	52.0	True
aa4326cf-5f25-4358-b46f-8693073e530e	С	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	32.0	True
03e89c9f-fcb2-4431-9afa-337766b3b472	Е	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	57.0	True
195f61c3-1978-4b5a-ab38-40acc6ae9176	Ё	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	46.0	True
86c8505e-89b2-4368-b8d5-03d4932b4c80	Ц	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	37.0	True
cfb720d5-846c-4ddc-97c1-98d4373fd47c	Ч	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	46.0	True
71320e2d-6c7d-4c67-bb57-b25d3d42b718	Ю	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	57.0	True
3690b058-726e-4bb6-821b-3d574553a70b	Ш	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	44.0	True
41398cb0-2788-4049-8462-0a97dae09f68	В	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	52.0	True
033fbba1-1f34-4804-a0c3-bb77dfd038ab	Ж	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	58.0	True
97e13c10-7b3f-4095-ba1c-da9841e4de30	Б	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	65.0	True
c1f76a76-a75e-452b-aff3-22eab8f2f35e	Э	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	36.0	True
069b6e26-e174-42f4-a33a-41b2a435d77f	И	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	55.0	True
60b7771c-3e1b-44f0-8dc3-8ad4184465f4	У	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	52.0	True
ab1debdd-a000-460e-b5c6-f33dfa5b752f	Ф	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	60.0	True
3f6efd39-e146-4255-8570-9ae0174aa59c	Щ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
ef30b95b-897a-405a-b029-4bf5d69147c9	Д	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	38.0	True
9be83fab-3ee7-40dd-b2a0-7ddf0fceb85a	Р	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	53.0	True
0e9b1ff8-5ec1-4b35-a983-7e43cd423024	Ь	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	54.0	True
dee5f59b-ff8e-4f7c-8a9a-6cbb810b1263	З	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	39.0	True
3c3fa1e0-3f45-4d1a-ab3b-5450a3c74e64	Г	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	48.0	True
03e4be77-6a35-4864-8d6d-168b8ca42e48	П	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	43.0	True
f8fdb517-47ed-49ac-a1ae-974cb7f5952d	Д	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	45.0	True
aeb35848-53c4-4386-86b2-1c56c99a4396	З	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	42.0	True
0d1a545c-65d7-490b-b3f6-ecc7abcd9a84	А	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	41.0	True
cf5611dd-b05a-4973-810c-3d643a798631	Ь	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	46.0	True
6cf919ed-88ce-44ed-a1c5-1538f507e5f5	Ф	46dd04a1caa75ed3082b573cb5a3ad26	1920	822	54.0	True
